"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"352","Троицк","Челябинская область","Средний город","условно комфортный климат","73,4 тыс.чел.","193","39","39","20","29","31","35","https://api.индекс-городов.рф/uploads/city/emblem/4226/thumb_884_troitsk.png"
"353","Далматово","Курганская область","Малый город","условно комфортный климат","12,2 тыс.чел.","178","44","24","37","25","25","23","https://api.индекс-городов.рф/uploads/city/emblem/3507/thumb_162_dalmatovo.gif"
"354","Улан-Удэ","Республика Бурятия","Крупный город","условно комфортный климат","439,1 тыс.чел.","181","33","35","13","37","28","35","https://api.индекс-городов.рф/uploads/city/emblem/4387/thumb_1045_Ulan-Ude.png"
"355","Нижнеудинск","Иркутская область","Малый город","условно комфортный климат","33,6 тыс.чел.","140","28","22","27","12","20","31","https://api.индекс-городов.рф/uploads/city/emblem/3790/thumb_447_nizhneudinsk.png"
"356","Талдом","Московская область","Малый город","условно комфортный климат","12,6 тыс.чел.","230","42","37","38","44","31","38","https://api.индекс-городов.рф/uploads/city/emblem/4000/thumb_657_Taldom.gif"
"357","Новокуйбышевск","Самарская область","Большой город","условно комфортный климат","100,5 тыс.чел.","177","38","34","24","26","33","22","https://api.индекс-городов.рф/uploads/city/emblem/4266/thumb_924_Novokuibyshevsk.gif"
"358","Высоковск","Московская область","Малый город","условно комфортный климат","10,4 тыс.чел.","179","27","32","30","31","20","39","https://api.индекс-городов.рф/uploads/city/emblem/3471/thumb_126_vysokovsk.gif"
"359","Лесной","Свердловская область","Малый город","условно комфортный климат","49,3 тыс.чел.","216","41","40","33","19","43","40","https://api.индекс-городов.рф/uploads/city/emblem/4446/thumb_1105_Lesnoy.png"
"360","Лагань","Республика Калмыкия","Малый город","условно комфортный климат","12,8 тыс.чел.","146","34","30","14","24","19","25","https://api.индекс-городов.рф/uploads/city/emblem/3700/thumb_357_lagan.gif"
"361","Боготол","Красноярский край","Малый город","условно комфортный климат","19,6 тыс.чел.","168","23","39","24","19","23","40","https://api.индекс-городов.рф/uploads/city/emblem/3425/thumb_80_bogotol.png"
"362","Кондопога","Республика Карелия","Малый город","условно комфортный климат","29,2 тыс.чел.","193","29","40","29","31","29","35","https://api.индекс-городов.рф/uploads/city/emblem/3650/thumb_307_kondopoga.png"
"363","Нижний Ломов","Пензенская область","Малый город","условно комфортный климат","20,5 тыс.чел.","162","36","26","23","22","24","31","https://api.индекс-городов.рф/uploads/city/emblem/3792/thumb_449_nizhni_lomov.png"
